YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
91 01 01 00 081 06.5 07.2 99.00 99.00 99.00 999 1021.9 999.0  25.2 999.0 99.0
91 01 01 01 068 07.0 08.0 99.00 99.00 99.00 999 1022.3  24.5  25.2 999.0 99.0
91 01 01 02 071 07.6 08.1 99.00 99.00 99.00 999 1022.7  24.5  25.2 999.0 99.0
91 01 01 03 067 07.1 08.4 99.00 99.00 99.00 999 1022.8  24.7  25.1 999.0 99.0
91 01 01 04 092 08.0 08.7 99.00 99.00 99.00 999 1023.1  24.8  25.1 999.0 99.0
91 01 01 05 095 08.0 08.9 99.00 99.00 99.00 999 1022.7  24.8  24.8 999.0 99.0
91 01 01 06 094 07.9 08.3 99.00 99.00 99.00 999 1022.6  24.3  24.9 999.0 99.0
91 01 01 07 101 08.3 09.1 99.00 99.00 99.00 999 1022.4  24.7  24.7 999.0 99.0
91 01 01 08 101 07.2 08.0 99.00 99.00 99.00 999 1022.2  24.7  25.0 999.0 99.0
91 01 01 09 098 07.0 08.0 99.00 99.00 99.00 999 1021.9  24.5  25.0 999.0 99.0
91 01 01 10 089 07.9 08.6 99.00 99.00 99.00 999 1022.0  24.8  25.0 999.0 99.0
91 01 01 11 110 07.9 09.5 99.00 99.00 99.00 999 1022.3  24.9  25.0 999.0 99.0
91 01 01 12 108 09.4 10.1 99.00 99.00 99.00 999 1022.8  24.8  25.0 999.0 99.0
91 01 01 13 120 08.0 09.3 99.00 99.00 99.00 999 1023.2  24.9  24.9 999.0 99.0
91 01 01 14 120 09.6 10.4 99.00 99.00 99.00 999 1023.8  24.9  24.9 999.0 99.0
91 01 01 15 122 10.8 11.9 99.00 99.00 99.00 999 1024.3  24.9  24.9 999.0 99.0
91 01 01 16 123 10.0 10.8 99.00 99.00 99.00 999 1024.3  24.8  24.9 999.0 99.0
91 01 01 17 123 08.1 09.2 99.00 99.00 99.00 999 1023.7  25.0  25.0 999.0 99.0
91 01 01 18 121 07.7 08.5 99.00 99.00 99.00 999 1022.7  25.2  25.1 999.0 99.0
91 01 01 19 121 07.1 07.8 99.00 99.00 99.00 999 1022.0  25.0  25.1 999.0 99.0
91 01 01 20 120 07.0 07.7 99.00 99.00 99.00 999 1021.6  25.0  25.1 999.0 99.0
91 01 01 21 111 05.9 06.9 99.00 99.00 99.00 999 1021.5  25.2  25.1 999.0 99.0
91 01 01 22 106 06.5 06.9 99.00 99.00 99.00 999 1021.5  25.2  25.1 999.0 99.0
91 01 01 23 089 07.0 08.0 99.00 99.00 99.00 999 1021.5  25.2  25.0 999.0 99.0
91 01 02 00 103 06.5 07.2 99.00 99.00 99.00 999 1022.1  25.1  25.0 999.0 99.0
91 01 02 01 090 07.6 08.1 99.00 99.00 99.00 999 1022.5  25.0 999.0 999.0 99.0
91 01 02 02 094 07.6 08.5 99.00 99.00 99.00 999 1023.0  24.9  25.0 999.0 99.0
91 01 02 03 102 08.4 09.5 99.00 99.00 99.00 999 1023.2  24.9  25.0 999.0 99.0
91 01 02 04 118 08.2 09.2 99.00 99.00 99.00 999 1023.2  24.9  24.9 999.0 99.0
91 01 02 05 107 08.1 08.7 99.00 99.00 99.00 999 1022.8  24.6  24.8 999.0 99.0
91 01 02 06 100 07.5 08.7 99.00 99.00 99.00 999 1022.7  24.5  24.8 999.0 99.0
91 01 02 07 103 07.9 08.6 99.00 99.00 99.00 999 1022.6  24.2  24.8 999.0 99.0
91 01 02 08 107 07.0 07.8 99.00 99.00 99.00 999 1022.2  24.2  24.8 999.0 99.0
91 01 02 09 109 05.8 06.1 99.00 99.00 99.00 999 1022.1  24.2  24.8 999.0 99.0
91 01 02 10 101 05.5 06.1 99.00 99.00 99.00 999 1021.9  24.1  24.9 999.0 99.0
91 01 02 11 107 07.0 07.8 99.00 99.00 99.00 999 1021.9  24.1  25.0 999.0 99.0
91 01 02 12 099 06.7 07.3 99.00 99.00 99.00 999 1022.4  24.2  24.9 999.0 99.0
91 01 02 13 108 07.0 07.4 99.00 99.00 99.00 999 1022.6  24.4  24.8 999.0 99.0
91 01 02 14 108 06.1 06.7 99.00 99.00 99.00 999 1023.0  24.6  24.7 999.0 99.0
91 01 02 15 108 07.1 08.4 99.00 99.00 99.00 999 1023.5  24.5  24.8 999.0 99.0
91 01 02 16 096 08.0 08.5 99.00 99.00 99.00 999 1023.4  24.6  24.9 999.0 99.0
91 01 02 17 103 07.0 07.4 99.00 99.00 99.00 999 1022.7  24.6  25.0 999.0 99.0
91 01 02 18 100 06.9 07.5 99.00 99.00 99.00 999 1021.8  24.5  25.1 999.0 99.0
91 01 02 19 086 07.7 08.2 99.00 99.00 99.00 999 1020.9  24.8  25.1 999.0 99.0
91 01 02 20 093 07.0 07.9 99.00 99.00 99.00 999 1020.7  24.7  25.1 999.0 99.0
91 01 02 21 096 07.1 07.6 99.00 99.00 99.00 999 1020.8  24.6  25.0 999.0 99.0
91 01 02 22 096 07.2 08.0 99.00 99.00 99.00 999 1020.9  24.5  24.9 999.0 99.0
