YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 01 00 142 11.9 13.2 99.00 99.00 99.00 999 1011.9  24.6  24.0 999.0 99.0 99.00
2003 01 01 01 156 10.0 11.1 99.00 99.00 99.00 999 1013.1  24.7  24.0 999.0 99.0 99.00
2003 01 01 02 166  9.3 10.3 99.00 99.00 99.00 999 1014.1  24.7  24.0 999.0 99.0 99.00
2003 01 01 03 161  8.8  9.8 99.00 99.00 99.00 999 1013.9  24.6  24.0 999.0 99.0 99.00
2003 01 01 04 171  8.2  9.3 99.00 99.00 99.00 999 1014.2  24.5  24.0 999.0 99.0 99.00
2003 01 01 05 174  9.2 10.3 99.00 99.00 99.00 999 1013.7  24.2  24.0 999.0 99.0 99.00
2003 01 01 06 190  7.6  8.2 99.00 99.00 99.00 999 1013.3  24.1  23.9 999.0 99.0 99.00
2003 01 01 07 209  6.4  6.9 99.00 99.00 99.00 999 1013.9  24.1  24.0 999.0 99.0 99.00
2003 01 01 08 193  7.5  8.1 99.00 99.00 99.00 999 1013.6  24.3  24.0 999.0 99.0 99.00
2003 01 01 09 208  7.4  8.3 99.00 99.00 99.00 999 1013.5  24.5  24.0 999.0 99.0 99.00
2003 01 01 10 211  7.7  8.6 99.00 99.00 99.00 999 1013.1  24.6  24.0 999.0 99.0 99.00
2003 01 01 11 214  5.5  6.5 99.00 99.00 99.00 999 1013.4  24.3  24.0 999.0 99.0 99.00
2003 01 01 12 196  7.2  8.2 99.00 99.00 99.00 999 1013.8  24.2  24.0 999.0 99.0 99.00
2003 01 01 13 182  9.4 10.2 99.00 99.00 99.00 999 1013.9  24.2  24.0 999.0 99.0 99.00
2003 01 01 14 196  7.9  8.8 99.00 99.00 99.00 999 1014.8  24.4  24.0 999.0 99.0 99.00
2003 01 01 15 191  7.2  7.9 99.00 99.00 99.00 999 1015.3  24.4  24.0 999.0 99.0 99.00
2003 01 01 16 196  6.3  7.0 99.00 99.00 99.00 999 1015.1  24.4  24.1 999.0 99.0 99.00
2003 01 01 17 197  6.2  6.9 99.00 99.00 99.00 999 1014.7  24.4  24.0 999.0 99.0 99.00
2003 01 01 18 227  4.4  4.8 99.00 99.00 99.00 999 1014.1  24.3  24.1 999.0 99.0 99.00
2003 01 01 19 295  3.4  4.3 99.00 99.00 99.00 999 1013.9  23.5  24.1 999.0 99.0 99.00
2003 01 01 20 294  3.4  3.8 99.00 99.00 99.00 999 1013.6  23.5  24.1 999.0 99.0 99.00
2003 01 01 21 290  2.6  2.7 99.00 99.00 99.00 999 1013.8  23.8  24.1 999.0 99.0 99.00
2003 01 01 22 303  3.2  3.4 99.00 99.00 99.00 999 1014.3  23.7  24.0 999.0 99.0 99.00
2003 01 01 23 313  2.8  3.0 99.00 99.00 99.00 999 1014.4  23.5  24.0 999.0 99.0 99.00
2003 01 02 00 334  3.0  3.2 99.00 99.00 99.00 999 1014.5  23.3  24.0 999.0 99.0 99.00
2003 01 02 01 325  2.9  3.1 99.00 99.00 99.00 999 1015.1  23.1  24.0 999.0 99.0 99.00
2003 01 02 02 347  2.1  2.4 99.00 99.00 99.00 999 1015.4  23.0  24.0 999.0 99.0 99.00
2003 01 02 03 353  2.6  2.9 99.00 99.00 99.00 999 1015.7  23.0  24.0 999.0 99.0 99.00
2003 01 02 04  33  3.1  3.3 99.00 99.00 99.00 999 1015.4  22.8  23.9 999.0 99.0 99.00
