YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 01 01 00 167 16.2 17.2 99.00 99.00 99.00 999 1013.3  24.2  24.0 999.0 99.0
96 01 01 01 166 14.4 15.6 99.00 99.00 99.00 999 1013.6  23.4  23.7 999.0 99.0
96 01 01 02 165 13.9 14.6 99.00 99.00 99.00 999 1013.3  23.6  22.6 999.0 99.0
96 01 01 03 161 14.9 15.8 99.00 99.00 99.00 999 1013.9  23.8  22.6 999.0 99.0
96 01 01 04 155 15.8 16.8 99.00 99.00 99.00 999 1013.6  23.8  23.1 999.0 99.0
96 01 01 05 159 16.1 17.8 99.00 99.00 99.00 999 1012.3  23.9  23.4 999.0 99.0
96 01 01 06 167 11.9 12.9 99.00 99.00 99.00 999 1012.5  23.9  23.5 999.0 99.0
96 01 01 07 182 11.6 13.0 99.00 99.00 99.00 999 1012.1  24.2  23.9 999.0 99.0
96 01 01 08 173 12.6 14.5 99.00 99.00 99.00 999 1011.0  24.3  24.0 999.0 99.0
96 01 01 09 168 11.0 12.4 99.00 99.00 99.00 999 1010.2  24.4  24.0 999.0 99.0
96 01 01 10 168 10.4 11.5 99.00 99.00 99.00 999 1009.6  24.5  24.0 999.0 99.0
96 01 01 11 168 11.1 12.7 99.00 99.00 99.00 999 1009.6  24.6  24.0 999.0 99.0
96 01 01 12 166 12.0 13.2 99.00 99.00 99.00 999 1009.9  24.8  24.0 999.0 99.0
96 01 01 13 161 11.9 12.8 99.00 99.00 99.00 999 1010.3  25.0  24.0 999.0 99.0
96 01 01 14 174 10.9 12.6 99.00 99.00 99.00 999 1011.3  25.7  24.0 999.0 99.0
96 01 01 15 176 10.5 11.4 99.00 99.00 99.00 999 1011.7  26.0  23.8 999.0 99.0
96 01 01 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 19 198  7.5  8.2 99.00 99.00 99.00 999 1009.7  24.2  24.1 999.0 99.0
96 01 01 20 198  6.0  6.4 99.00 99.00 99.00 999 1009.5  24.2  24.2 999.0 99.0
96 01 01 21 198  6.2  6.6 99.00 99.00 99.00 999 1009.3  24.2  24.2 999.0 99.0
96 01 01 22 190  5.9  6.0 99.00 99.00 99.00 999 1009.6  24.1  24.2 999.0 99.0
96 01 01 23 171  5.5  5.7 99.00 99.00 99.00 999 1009.7  24.2  24.1 999.0 99.0
96 01 02 00 168  6.1  6.3 99.00 99.00 99.00 999 1009.8  24.5  24.2 999.0 99.0
96 01 02 01 158  6.5  6.7 99.00 99.00 99.00 999 1010.4  24.7  24.1 999.0 99.0
96 01 02 02 151  8.7  9.1 99.00 99.00 99.00 999 1010.3  24.8  23.9 999.0 99.0
96 01 02 03 152 10.9 11.3 99.00 99.00 99.00 999 1009.9  24.9  23.9 999.0 99.0
96 01 02 04 160 11.1 12.0 99.00 99.00 99.00 999 1009.6  25.1  23.1 999.0 99.0
96 01 02 05 166 10.6 11.2 99.00 99.00 99.00 999 1009.2  25.2  23.4 999.0 99.0
96 01 02 06 184 10.1 10.6 99.00 99.00 99.00 999 1009.5  24.6  23.3 999.0 99.0
96 01 02 07 179  9.3  9.9 99.00 99.00 99.00 999 1009.3  24.3  23.2 999.0 99.0
96 01 02 08 181  8.8  9.0 99.00 99.00 99.00 999 1009.2  24.1  23.3 999.0 99.0
96 01 02 09 184  8.3  8.6 99.00 99.00 99.00 999 1009.4  24.3  23.8 999.0 99.0
96 01 02 10 182 10.9 11.6 99.00 99.00 99.00 999 1009.0  24.2  23.6 999.0 99.0
96 01 02 11 190  8.4  8.8 99.00 99.00 99.00 999 1009.6  24.2  23.6 999.0 99.0
96 01 02 12 198  6.9  7.2 99.00 99.00 99.00 999 1010.4  23.3  23.5 999.0 99.0
96 01 02 13 183  9.7 10.1 99.00 99.00 99.00 999 1010.8  24.4  23.5 999.0 99.0
96 01 02 14 184  9.3  9.9 99.00 99.00 99.00 999 1011.6  25.1  23.1 999.0 99.0
96 01 02 15 185  9.0  9.4 99.00 99.00 99.00 999 1012.2  25.1  22.5 999.0 99.0
96 01 02 16 184  7.8  8.4 99.00 99.00 99.00 999 1012.4  25.2  22.1 999.0 99.0
