YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 01 01 00 142 10.9 12.3 99.00 99.00 99.00 999 1013.8  22.7  24.8 999.0 99.0
96 01 01 01 148 11.0 11.9 99.00 99.00 99.00 999 1013.8  23.1  24.8 999.0 99.0
96 01 01 02 142 10.9 11.4 99.00 99.00 99.00 999 1014.4  22.9  24.8 999.0 99.0
96 01 01 03 143 12.6 14.4 99.00 99.00 99.00 999 1014.7  23.0  24.7 999.0 99.0
96 01 01 04 149 12.3 13.3 99.00 99.00 99.00 999 1014.0  23.1  24.7 999.0 99.0
96 01 01 05 151 11.7 12.8 99.00 99.00 99.00 999 1012.9  23.8  24.6 999.0 99.0
96 01 01 06 166 11.5 13.7 99.00 99.00 99.00 999 1012.2  24.4  24.7 999.0 99.0
96 01 01 07 163 13.1 14.9 99.00 99.00 99.00 999 1011.6  24.6  24.7 999.0 99.0
96 01 01 08 165  9.8 11.1 99.00 99.00 99.00 999 1010.9  24.7  24.7 999.0 99.0
96 01 01 09 164  9.3 10.7 99.00 99.00 99.00 999 1010.1  24.9  24.6 999.0 99.0
96 01 01 10 156 10.1 11.2 99.00 99.00 99.00 999 1009.7  24.7  24.6 999.0 99.0
96 01 01 11 158 10.9 12.5 99.00 99.00 99.00 999 1009.6  25.0  24.5 999.0 99.0
96 01 01 12 164 11.9 13.1 99.00 99.00 99.00 999 1010.0  25.0  24.5 999.0 99.0
96 01 01 13 164 11.9 13.9 99.00 99.00 99.00 999 1010.4  25.0  24.5 999.0 99.0
96 01 01 14 165 11.3 12.1 99.00 99.00 99.00 999 1011.1  25.1  24.6 999.0 99.0
96 01 01 15 168  9.7 11.0 99.00 99.00 99.00 999 1011.5  25.3  24.7 999.0 99.0
96 01 01 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 19 187  5.8  6.6 99.00 99.00 99.00 999 1009.5  25.1  24.9 999.0 99.0
96 01 01 20 185  5.1  5.4 99.00 99.00 99.00 999 1009.1  25.2  24.9 999.0 99.0
96 01 01 21 174  3.4  3.8 99.00 99.00 99.00 999 1009.0  25.1  24.9 999.0 99.0
96 01 01 22 163  3.8  4.1 99.00 99.00 99.00 999 1009.2  24.9  24.7 999.0 99.0
96 01 01 23 152  3.6  3.8 99.00 99.00 99.00 999 1009.6  25.0  24.6 999.0 99.0
96 01 02 00 151  5.3  5.6 99.00 99.00 99.00 999 1009.8  25.0  24.5 999.0 99.0
96 01 02 01 146  6.1  6.5 99.00 99.00 99.00 999 1010.1  25.0  24.6 999.0 99.0
96 01 02 02 145  6.1  6.6 99.00 99.00 99.00 999 1010.3  25.1  24.6 999.0 99.0
96 01 02 03 151  7.2  7.6 99.00 99.00 99.00 999 1010.1  25.4  24.7 999.0 99.0
96 01 02 04 164  8.9  9.8 99.00 99.00 99.00 999 1009.6  25.6  24.6 999.0 99.0
96 01 02 05 161 10.1 11.5 99.00 99.00 99.00 999 1008.9  25.5  24.5 999.0 99.0
96 01 02 06 167  7.7  8.3 99.00 99.00 99.00 999 1009.3  25.4  24.5 999.0 99.0
96 01 02 07 174  6.6  7.6 99.00 99.00 99.00 999 1009.3  25.3  24.4 999.0 99.0
96 01 02 08 173  8.1  8.7 99.00 99.00 99.00 999 1009.1  25.2  24.4 999.0 99.0
96 01 02 09 177  8.2  8.9 99.00 99.00 99.00 999 1009.2  25.2  24.4 999.0 99.0
96 01 02 10 179  8.0  8.6 99.00 99.00 99.00 999 1009.1  25.2  24.5 999.0 99.0
96 01 02 11 177  8.1  9.2 99.00 99.00 99.00 999 1009.5  25.1  24.6 999.0 99.0
96 01 02 12 179  7.7  8.2 99.00 99.00 99.00 999 1010.2  25.0  24.6 999.0 99.0
96 01 02 13 178  7.7  8.3 99.00 99.00 99.00 999 1010.9  25.1  24.6 999.0 99.0
96 01 02 14 175  8.4  9.3 99.00 99.00 99.00 999 1011.7  25.2  24.6 999.0 99.0
96 01 02 15 178  7.6  8.4 99.00 99.00 99.00 999 1012.3  25.2  24.7 999.0 99.0
96 01 02 16 181  8.5  9.3 99.00 99.00 99.00 999 1012.2  25.3  24.7 999.0 99.0
96 01 02 17 176  6.7  7.4 99.00 99.00 99.00 999 1011.8  25.1  24.7 999.0 99.0
96 01 02 18 180  5.5  5.8 99.00 99.00 99.00 999 1011.1  25.2  24.8 999.0 99.0
96 01 02 19 193  3.6  4.1 99.00 99.00 99.00 999 1010.4  25.1  24.8 999.0 99.0
96 01 02 20 156  3.6  4.0 99.00 99.00 99.00 999 1010.2  25.2  24.8 999.0 99.0
96 01 02 21 157  3.2  3.4 99.00 99.00 99.00 999 1010.1  25.0  24.7 999.0 99.0
96 01 02 22 143  3.2  3.4 99.00 99.00 99.00 999 1010.1  25.1  24.7 999.0 99.0
96 01 02 23 140  3.6  3.9 99.00 99.00 99.00 999 1010.1  25.2  24.6 999.0 99.0
96 01 03 00 142  4.5  4.8 99.00 99.00 99.00 999 1009.9  25.2  24.4 999.0 99.0
96 01 03 01 137  4.4  4.7 99.00 99.00 99.00 999 1009.5  25.2  24.3 999.0 99.0
96 01 03 02 146  4.2  5.0 99.00 99.00 99.00 999 1009.7  25.5  24.3 999.0 99.0
96 01 03 03 177  5.9  6.4 99.00 99.00 99.00 999 1009.8  25.5  24.2 999.0 99.0
96 01 03 04 174  8.5  9.7 99.00 99.00 99.00 999 1009.6  25.7  24.3 999.0 99.0
96 01 03 05 177  9.5 10.4 99.00 99.00 99.00 999 1009.7  25.6  24.4 999.0 99.0
96 01 03 06 186  8.2  9.1 99.00 99.00 99.00 999 1009.9  25.3  24.4 999.0 99.0
96 01 03 07 184  7.4  8.4 99.00 99.00 99.00 999 1009.3  25.2  24.4 999.0 99.0
96 01 03 08 187  6.6  7.2 99.00 99.00 99.00 999 1008.8  25.0  24.5 999.0 99.0
96 01 03 09 165  6.1  6.5 99.00 99.00 99.00 999 1008.5  25.0  24.4 999.0 99.0
96 01 03 10 153 11.3 16.1 99.00 99.00 99.00 999 1008.0  25.3  24.4 999.0 99.0
96 01 03 11 170  9.2 10.6 99.00 99.00 99.00 999 1008.2  25.1  24.4 999.0 99.0
