#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 01 01 00 00  86  9.9 11.1 99.00 99.00 99.00 999 1020.5  22.3  22.5 999.0 99.0 99.00
2011 01 01 01 00 110 10.8 12.5 99.00 99.00 99.00 999 1020.9  22.3  22.5 999.0 99.0 99.00
2011 01 01 02 00 112 10.2 11.4 99.00 99.00 99.00 999 1021.3  22.3  22.5 999.0 99.0 99.00
2011 01 01 03 00 107 11.2 13.4 99.00 99.00 99.00 999 1021.3  22.4  22.4 999.0 99.0 99.00
2011 01 01 04 00 114 10.7 11.5 99.00 99.00 99.00 999 1021.2  22.2  22.4 999.0 99.0 99.00
2011 01 01 05 00 123 10.6 11.4 99.00 99.00 99.00 999 1020.8  22.0  22.4 999.0 99.0 99.00
2011 01 01 06 00 113 11.3 12.0 99.00 99.00 99.00 999 1020.0  22.0  22.5 999.0 99.0 99.00
2011 01 01 07 00 130 10.3 11.3 99.00 99.00 99.00 999 1019.8  22.2  22.5 999.0 99.0 99.00
2011 01 01 08 00 129 10.1 11.8 99.00 99.00 99.00 999 1019.7  22.0  22.4 999.0 99.0 99.00
2011 01 01 09 00 126  8.9 10.7 99.00 99.00 99.00 999 1019.8  21.9  22.4 999.0 99.0 99.00
2011 01 01 10 00 126 10.5 11.5 99.00 99.00 99.00 999 1019.5  22.0  22.4 999.0 99.0 99.00
2011 01 01 11 00 127 10.6 11.9 99.00 99.00 99.00 999 1019.7  22.1  22.4 999.0 99.0 99.00
2011 01 01 12 00 133 10.2 11.2 99.00 99.00 99.00 999 1020.1  22.2  22.4 999.0 99.0 99.00
2011 01 01 13 00 136 11.6 12.4 99.00 99.00 99.00 999 1020.5  22.3  22.4 999.0 99.0 99.00
2011 01 01 14 00 135 11.8 13.3 99.00 99.00 99.00 999 1021.1  22.6  22.4 999.0 99.0 99.00
2011 01 01 15 00 136 10.2 11.4 99.00 99.00 99.00 999 1021.6  22.6  22.5 999.0 99.0 99.00
2011 01 01 16 00 147 10.3 11.2 99.00 99.00 99.00 999 1021.4  22.7  22.5 999.0 99.0 99.00
2011 01 01 17 00 142  9.7 10.8 99.00 99.00 99.00 999 1020.9  22.8  22.5 999.0 99.0 99.00
2011 01 01 18 00 145  7.8  8.7 99.00 99.00 99.00 999 1020.3  22.8  22.6 999.0 99.0 99.00
2011 01 01 19 00 138  7.9  8.6 99.00 99.00 99.00 999 1019.8  22.8  22.6 999.0 99.0 99.00
2011 01 01 20 00 130  6.1  7.1 99.00 99.00 99.00 999 1019.7  22.9  22.6 999.0 99.0 99.00
2011 01 01 21 00 141  8.5  9.3 99.00 99.00 99.00 999 1019.3  23.1  22.6 999.0 99.0 99.00
2011 01 01 22 00 130  8.3  9.3 99.00 99.00 99.00 999 1019.5  22.9  22.6 999.0 99.0 99.00
2011 01 01 23 00 132  8.6  9.3 99.00 99.00 99.00 999 1019.6  22.6  22.5 999.0 99.0 99.00
2011 01 02 00 00 134  9.3 10.6 99.00 99.00 99.00 999 1019.6  22.7  22.5 999.0 99.0 99.00
2011 01 02 01 00 136  9.9 11.3 99.00 99.00 99.00 999 1019.8  23.1  22.5 999.0 99.0 99.00
2011 01 02 02 00 131  9.3 10.3 99.00 99.00 99.00 999 1020.2  23.0  22.5 999.0 99.0 99.00
2011 01 02 03 00 130 10.7 11.6 99.00 99.00 99.00 999 1020.0  22.9  22.5 999.0 99.0 99.00
2011 01 02 04 00 133  9.7 11.0 99.00 99.00 99.00 999 1020.2  22.7  22.4 999.0 99.0 99.00
2011 01 02 05 00 135  9.7 10.7 99.00 99.00 99.00 999 1020.0  22.5  22.5 999.0 99.0 99.00
2011 01 02 06 00 138  6.9  7.6 99.00 99.00 99.00 999 1020.4  22.5  22.4 999.0 99.0 99.00
2011 01 02 07 00 140  6.4  6.9 99.00 99.00 99.00 999 1020.9  22.6  22.4 999.0 99.0 99.00
2011 01 02 08 00 146  5.0  5.7 99.00 99.00 99.00 999 1020.9  22.7  22.5 999.0 99.0 99.00
2011 01 02 09 00 146  5.8  6.2 99.00 99.00 99.00 999 1020.4  22.8  22.4 999.0 99.0 99.00
2011 01 02 10 00 143  6.3  7.2 99.00 99.00 99.00 999 1020.5  22.7  22.3 999.0 99.0 99.00
2011 01 02 11 00 143  6.6  7.0 99.00 99.00 99.00 999 1020.7  22.6  22.3 999.0 99.0 99.00
2011 01 02 12 00 121  5.6  6.0 99.00 99.00 99.00 999 1021.5  22.5  22.3 999.0 99.0 99.00
2011 01 02 13 00 133  5.7  6.0 99.00 99.00 99.00 999 1022.0  22.7  22.3 999.0 99.0 99.00
2011 01 02 14 00 144  6.7  7.2 99.00 99.00 99.00 999 1022.2  22.8  22.3 999.0 99.0 99.00
2011 01 02 15 00 138  6.5  6.8 99.00 99.00 99.00 999 1022.2  22.7  22.4 999.0 99.0 99.00
2011 01 02 16 00 145  6.0  6.4 99.00 99.00 99.00 999 1022.4  22.8  22.5 999.0 99.0 99.00
2011 01 02 17 00 140  5.0  5.6 99.00 99.00 99.00 999 1022.2  22.8  22.6 999.0 99.0 99.00
2011 01 02 18 00 142  3.0  3.3 99.00 99.00 99.00 999 1021.8  23.0  22.7 999.0 99.0 99.00
2011 01 02 19 00 122  3.0  3.4 99.00 99.00 99.00 999 1021.0  23.0  22.9 999.0 99.0 99.00
2011 01 02 20 00 137  4.2  4.5 99.00 99.00 99.00 999 1020.3  23.0  22.7 999.0 99.0 99.00
2011 01 02 21 00 145  4.6  4.9 99.00 99.00 99.00 999 1020.1  22.8  22.6 999.0 99.0 99.00
2011 01 02 22 00 137  4.2  4.5 99.00 99.00 99.00 999 1020.4  22.8  22.5 999.0 99.0 99.00
2011 01 02 23 00 123  3.2  3.7 99.00 99.00 99.00 999 1020.3  22.4  22.5 999.0 99.0 99.00
2011 01 03 00 00 104  2.3  3.3 99.00 99.00 99.00 999 1020.4  22.3  22.5 999.0 99.0 99.00
2011 01 03 01 00 141  3.5  3.8 99.00 99.00 99.00 999 1020.7  22.3  22.5 999.0 99.0 99.00
2011 01 03 02 00 127  2.7  3.1 99.00 99.00 99.00 999 1021.3  22.4  22.5 999.0 99.0 99.00
2011 01 03 03 00 347  1.2  1.3 99.00 99.00 99.00 999 1021.7  22.4  22.4 999.0 99.0 99.00
2011 01 03 04 00 343  0.8  0.9 99.00 99.00 99.00 999 1021.4  22.5  22.4 999.0 99.0 99.00
2011 01 03 05 00 343  0.7  1.0 99.00 99.00 99.00 999 1020.9  22.4  22.4 999.0 99.0 99.00
2011 01 03 06 00 347  1.4  1.6 99.00 99.00 99.00 999 1020.4  21.0  22.3 999.0 99.0 99.00
2011 01 03 07 00 341  1.3  1.6 99.00 99.00 99.00 999 1020.2  21.1  22.4 999.0 99.0 99.00
2011 01 03 08 00   0  0.0  0.0 99.00 99.00 99.00 999 1019.7  21.0  22.3 999.0 99.0 99.00
2011 01 03 09 00 352  2.2  2.4 99.00 99.00 99.00 999 1019.4  20.4  22.3 999.0 99.0 99.00
2011 01 03 10 00   1  1.6  1.9 99.00 99.00 99.00 999 1019.3  20.8  22.2 999.0 99.0 99.00
2011 01 03 11 00   0  2.4  3.0 99.00 99.00 99.00 999 1019.5  20.4  22.1 999.0 99.0 99.00
2011 01 03 12 00  14  4.2  4.6 99.00 99.00 99.00 999 1020.2  20.2  22.1 999.0 99.0 99.00
2011 01 03 13 00  14  3.1  3.4 99.00 99.00 99.00 999 1020.8  20.5  22.1 999.0 99.0 99.00
2011 01 03 14 00   3  5.3  5.9 99.00 99.00 99.00 999 1021.5  20.4  22.1 999.0 99.0 99.00
2011 01 03 15 00   3  4.0  4.4 99.00 99.00 99.00 999 1022.3  21.0  22.3 999.0 99.0 99.00
2011 01 03 16 00  17  3.9  4.6 99.00 99.00 99.00 999 1022.3  21.5  22.4 999.0 99.0 99.00
2011 01 03 17 00   7  2.7  3.2 99.00 99.00 99.00 999 1021.8  21.4  22.5 999.0 99.0 99.00
2011 01 03 18 00  43  4.1  5.1 99.00 99.00 99.00 999 1021.0  21.8  22.8 999.0 99.0 99.00
2011 01 03 19 00  10  1.5  1.8 99.00 99.00 99.00 999 1020.3  22.1  23.0 999.0 99.0 99.00
2011 01 03 20 00  36  2.2  2.7 99.00 99.00 99.00 999 1019.9  22.4  22.8 999.0 99.0 99.00
2011 01 03 21 00  39  1.8  2.2 99.00 99.00 99.00 999 1019.9  22.5  22.6 999.0 99.0 99.00
2011 01 03 22 00  61  3.2  3.4 99.00 99.00 99.00 999 1019.8  22.4  22.4 999.0 99.0 99.00
2011 01 03 23 00 113  0.6  0.9 99.00 99.00 99.00 999 1020.3  22.3  22.3 999.0 99.0 99.00
2011 01 04 00 00 346  0.4  0.5 99.00 99.00 99.00 999 1020.6  22.2  22.4 999.0 99.0 99.00
2011 01 04 01 00 358  0.9  1.2 99.00 99.00 99.00 999 1020.8  22.0  22.6 999.0 99.0 99.00
2011 01 04 02 00 348  1.1  1.4 99.00 99.00 99.00 999 1021.0  21.7  22.6 999.0 99.0 99.00
2011 01 04 03 00 338  2.6  3.0 99.00 99.00 99.00 999 1020.9  21.5  22.5 999.0 99.0 99.00
2011 01 04 04 00 332  2.8  3.4 99.00 99.00 99.00 999 1020.8  20.8  22.6 999.0 99.0 99.00
2011 01 04 05 00   1  2.7  3.1 99.00 99.00 99.00 999 1020.5  21.2  22.8 999.0 99.0 99.00
2011 01 04 06 00  76  3.1  3.6 99.00 99.00 99.00 999 1020.1  22.9  22.8 999.0 99.0 99.00
2011 01 04 07 00  97  2.9  3.3 99.00 99.00 99.00 999 1019.9  22.8  22.8 999.0 99.0 99.00
2011 01 04 08 00  82  2.2  2.7 99.00 99.00 99.00 999 1019.3  22.7  22.6 999.0 99.0 99.00
2011 01 04 09 00  91  2.7  3.0 99.00 99.00 99.00 999 1019.0  22.6  22.5 999.0 99.0 99.00
2011 01 04 10 00  99  2.8  3.2 99.00 99.00 99.00 999 1019.1  22.6  22.3 999.0 99.0 99.00
2011 01 04 11 00  97  2.8  3.2 99.00 99.00 99.00 999 1019.5  22.5  22.1 999.0 99.0 99.00
2011 01 04 12 00 114  3.7  4.2 99.00 99.00 99.00 999 1020.0  22.5  22.7 999.0 99.0 99.00
2011 01 04 13 00 123  4.3  4.7 99.00 99.00 99.00 999 1020.4  22.7  23.0 999.0 99.0 99.00
2011 01 04 14 00 115  4.4  4.7 99.00 99.00 99.00 999 1021.0  22.9  23.2 999.0 99.0 99.00
2011 01 04 15 00 108  3.1  3.4 99.00 99.00 99.00 999 1021.6  22.9  23.3 999.0 99.0 99.00
2011 01 04 16 00 121  3.4  3.7 99.00 99.00 99.00 999 1021.6  22.8  23.4 999.0 99.0 99.00
2011 01 04 17 00 103  4.0  4.4 99.00 99.00 99.00 999 1021.1  22.6  23.5 999.0 99.0 99.00
2011 01 04 18 00 104  3.4  3.8 99.00 99.00 99.00 999 1020.3  22.6  23.7 999.0 99.0 99.00
2011 01 04 19 00  61  1.7  2.2 99.00 99.00 99.00 999 1019.5  22.6  24.1 999.0 99.0 99.00
2011 01 04 20 00  88  1.9  2.4 99.00 99.00 99.00 999 1019.3  22.8  23.7 999.0 99.0 99.00
2011 01 04 21 00 119  3.4  3.7 99.00 99.00 99.00 999 1019.2  22.9  23.3 999.0 99.0 99.00
2011 01 04 22 00 121  2.9  3.2 99.00 99.00 99.00 999 1019.4  22.7  23.0 999.0 99.0 99.00
2011 01 04 23 00  42  0.8  2.1 99.00 99.00 99.00 999 1019.6  22.5  22.7 999.0 99.0 99.00
2011 01 05 00 00  69  1.6  2.5 99.00 99.00 99.00 999 1020.0  22.4  22.7 999.0 99.0 99.00
2011 01 05 01 00 142  2.4  2.8 99.00 99.00 99.00 999 1020.4  22.4  22.8 999.0 99.0 99.00
2011 01 05 02 00 141  2.2  2.5 99.00 99.00 99.00 999 1020.6  22.5  22.7 999.0 99.0 99.00
2011 01 05 03 00 120  2.4  2.6 99.00 99.00 99.00 999 1020.5  22.6  22.6 999.0 99.0 99.00
2011 01 05 04 00  71  1.2  2.3 99.00 99.00 99.00 999 1020.1  22.7  22.5 999.0 99.0 99.00
2011 01 05 05 00  16  0.5  0.8 99.00 99.00 99.00 999 1019.9  22.7  22.4 999.0 99.0 99.00
2011 01 05 06 00 332  0.1  0.3 99.00 99.00 99.00 999 1019.6  22.7  22.5 999.0 99.0 99.00
2011 01 05 07 00 150  2.9  3.2 99.00 99.00 99.00 999 1019.0  22.8  22.5 999.0 99.0 99.00
2011 01 05 08 00 175  1.2  2.5 99.00 99.00 99.00 999 1018.7  22.7  22.6 999.0 99.0 99.00
2011 01 05 09 00 163  3.7  4.0 99.00 99.00 99.00 999 1018.3  22.7  22.5 999.0 99.0 99.00
2011 01 05 10 00 185  2.3  3.8 99.00 99.00 99.00 999 1018.1  22.7  22.3 999.0 99.0 99.00
2011 01 05 11 00 163  2.8  3.3 99.00 99.00 99.00 999 1018.2  22.7  22.1 999.0 99.0 99.00
2011 01 05 12 00 144  3.8  4.1 99.00 99.00 99.00 999 1018.4  22.7  23.2 999.0 99.0 99.00
2011 01 05 13 00 155  3.1  3.8 99.00 99.00 99.00 999 1019.0  23.0  23.7 999.0 99.0 99.00
