YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 01 01 00 129 11.6 12.3 99.00 99.00 99.00 999 1013.7  22.3  24.9 999.0 99.0
96 01 01 01 134 11.3 11.8 99.00 99.00 99.00 999 1013.9  22.6  24.9 999.0 99.0
96 01 01 02 149 11.8 12.9 99.00 99.00 99.00 999 1014.4  22.8  24.8 999.0 99.0
96 01 01 03 156 14.5 15.9 99.00 99.00 99.00 999 1014.0  23.1  24.8 999.0 99.0
96 01 01 04 157 15.2 99.0 99.00 99.00 99.00 999 1013.4  23.5 999.0 999.0 99.0
96 01 01 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 06 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 07 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 11 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 13 178 12.8 14.5 99.00 99.00 99.00 999 9999.0  25.1  24.6 999.0 99.0
96 01 01 14 179 12.8 14.0 99.00 99.00 99.00 999 1010.8  25.2  24.7 999.0 99.0
96 01 01 15 180 12.6 13.4 99.00 99.00 99.00 999 1011.0  25.4  24.7 999.0 99.0
96 01 01 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 19 190  7.5  7.8 99.00 99.00 99.00 999 1009.1  25.9  24.8 999.0 99.0
96 01 01 20 180  5.0  5.2 99.00 99.00 99.00 999 1009.0  26.5  24.9 999.0 99.0
96 01 01 21 184  4.5  4.6 99.00 99.00 99.00 999 1008.8  26.1  24.9 999.0 99.0
96 01 01 22 212  4.2  4.9 99.00 99.00 99.00 999 1009.3  25.9  24.9 999.0 99.0
96 01 01 23 187  3.9  4.5 99.00 99.00 99.00 999 1009.5  26.0  24.9 999.0 99.0
96 01 02 00 164  5.6  5.8 99.00 99.00 99.00 999 1009.5  25.6  24.0 999.0 99.0
96 01 02 01 149  4.4  4.6 99.00 99.00 99.00 999 1010.1  25.5  22.4 999.0 99.0
96 01 02 02 161  7.8  7.9 99.00 99.00 99.00 999 1010.2  25.6  22.8 999.0 99.0
96 01 02 03 176  9.6 10.0 99.00 99.00 99.00 999 1009.9  25.7  22.7 999.0 99.0
96 01 02 04 174 11.6 12.9 99.00 99.00 99.00 999 1009.1  25.6  23.1 999.0 99.0
96 01 02 05 179 11.0 11.9 99.00 99.00 99.00 999 1008.9  25.5  23.5 999.0 99.0
96 01 02 06 190 10.8 11.6 99.00 99.00 99.00 999 1009.0  25.5  23.6 999.0 99.0
96 01 02 07 188 11.3 12.0 99.00 99.00 99.00 999 1008.9  25.5  23.7 999.0 99.0
96 01 02 08 193 12.0 12.9 99.00 99.00 99.00 999 1008.8  25.5  23.6 999.0 99.0
96 01 02 09 189 11.1 11.8 99.00 99.00 99.00 999 1008.9  25.4  23.8 999.0 99.0
96 01 02 10 186 11.1 12.0 99.00 99.00 99.00 999 1008.8  25.3  23.8 999.0 99.0
96 01 02 11 187  8.6  9.4 99.00 99.00 99.00 999 1009.4  25.2  23.9 999.0 99.0
96 01 02 12 187  8.3  9.0 99.00 99.00 99.00 999 1009.9  25.2  24.0 999.0 99.0
96 01 02 13 184  8.2  8.6 99.00 99.00 99.00 999 1010.7  25.3  24.0 999.0 99.0
96 01 02 14 172  7.6  8.1 99.00 99.00 99.00 999 1011.7  25.6  24.1 999.0 99.0
96 01 02 15 178  9.5 11.3 99.00 99.00 99.00 999 1012.0  25.8  24.2 999.0 99.0
96 01 02 16 189 10.7 11.8 99.00 99.00 99.00 999 1012.1  26.0  24.3 999.0 99.0
96 01 02 17 191 10.2 10.8 99.00 99.00 99.00 999 1011.7  26.0  24.4 999.0 99.0
96 01 02 18 192  7.4  7.9 99.00 99.00 99.00 999 1011.0  26.3  24.5 999.0 99.0
96 01 02 19 186  5.9  6.0 99.00 99.00 99.00 999 1010.2  26.0  24.5 999.0 99.0
96 01 02 20 178  4.8  4.9 99.00 99.00 99.00 999 1010.0  26.8  24.6 999.0 99.0
96 01 02 21 177  2.9  3.0 99.00 99.00 99.00 999 1009.9  27.2  24.5 999.0 99.0
96 01 02 22 152  2.9  3.0 99.00 99.00 99.00 999 1009.8  27.3  24.5 999.0 99.0
96 01 02 23 127  2.1  2.5 99.00 99.00 99.00 999 1010.0  25.7  24.4 999.0 99.0
96 01 03 00 123  3.4  3.6 99.00 99.00 99.00 999 1009.7  25.6  24.4 999.0 99.0
96 01 03 01 122  4.6  4.9 99.00 99.00 99.00 999 1009.3  25.5  24.5 999.0 99.0
96 01 03 02 165  5.7  6.0 99.00 99.00 99.00 999 1009.8  25.5  24.4 999.0 99.0
96 01 03 03 187 10.5 11.4 99.00 99.00 99.00 999 1009.6  26.0  24.6 999.0 99.0
96 01 03 04 185 12.1 13.7 99.00 99.00 99.00 999 1009.7  25.9  24.4 999.0 99.0
96 01 03 05 188 10.9 11.9 99.00 99.00 99.00 999 1010.0  25.6  24.1 999.0 99.0
96 01 03 06 188 10.0 10.7 99.00 99.00 99.00 999 1009.9  25.4  23.7 999.0 99.0
96 01 03 07 168 10.7 11.3 99.00 99.00 99.00 999 1009.0  25.3  23.6 999.0 99.0
96 01 03 08 178 10.7 11.9 99.00 99.00 99.00 999 1007.9  25.4  23.8 999.0 99.0
96 01 03 09 198  9.3 10.2 99.00 99.00 99.00 999 1008.4  25.4  23.6 999.0 99.0
96 01 03 10 189 12.9 14.3 99.00 99.00 99.00 999 1007.4  25.4  23.5 999.0 99.0
96 01 03 11 186 15.1 16.3 99.00 99.00 99.00 999 1007.2  25.5  23.5 999.0 99.0
96 01 03 12 191 14.6 16.0 99.00 99.00 99.00 999 1007.8  25.5  23.8 999.0 99.0
96 01 03 13 256 10.2 11.1 99.00 99.00 99.00 999 1009.3  22.0  24.0 999.0 99.0
96 01 03 14 261  8.2  9.2 99.00 99.00 99.00 999 1010.9  21.9  24.0 999.0 99.0
96 01 03 15 275  7.1  7.6 99.00 99.00 99.00 999 1011.2  21.2  24.0 999.0 99.0
96 01 03 16 303  7.6  8.1 99.00 99.00 99.00 999 1011.5  20.7  23.8 999.0 99.0
96 01 03 17 355  5.6  6.1 99.00 99.00 99.00 999 1011.5  19.7  23.6 999.0 99.0
96 01 03 18 288  2.7  3.1 99.00 99.00 99.00 999 1010.6  20.4  23.5 999.0 99.0
96 01 03 19 282  4.8  5.1 99.00 99.00 99.00 999 1010.0  20.8  23.4 999.0 99.0
96 01 03 20 260  4.8  5.3 99.00 99.00 99.00 999 1010.4  21.2  22.4 999.0 99.0
96 01 03 21 256  6.5  7.2 99.00 99.00 99.00 999 1010.3  21.9  22.4 999.0 99.0
96 01 03 22 243  7.6  8.3 99.00 99.00 99.00 999 1011.4  22.2  21.9 999.0 99.0
96 01 03 23 246  7.9  8.4 99.00 99.00 99.00 999 1013.0  22.0  21.6 999.0 99.0
96 01 04 00 283 15.1 17.0 99.00 99.00 99.00 999 1014.0  22.1  21.9 999.0 99.0
