YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 01 01 00 306  6.0  6.3 99.00 99.00 99.00 999 1026.7  20.8  21.4 999.0 99.0
98 01 01 01 316  7.0  7.6 99.00 99.00 99.00 999 1027.3  20.4  21.1 999.0 99.0
98 01 01 02 327  8.9  9.5 99.00 99.00 99.00 999 1028.3  19.7  21.1 999.0 99.0
98 01 01 03 332  9.6 10.2 99.00 99.00 99.00 999 1029.0  18.4  21.2 999.0 99.0
98 01 01 04 332 11.9 12.8 99.00 99.00 99.00 999 1029.3  17.4  21.5 999.0 99.0
98 01 01 05 333  9.9 11.1 99.00 99.00 99.00 999 1029.5  17.2  21.6 999.0 99.0
98 01 01 06 339 11.1 12.5 99.00 99.00 99.00 999 1029.8  15.7  21.0 999.0 99.0
98 01 01 07 338 10.8 11.8 99.00 99.00 99.00 999 1030.0  15.0  21.1 999.0 99.0
98 01 01 08 341 10.7 11.9 99.00 99.00 99.00 999 1029.5  14.5  20.7 999.0 99.0
98 01 01 09 339 11.4 12.4 99.00 99.00 99.00 999 1029.3  14.0  20.6 999.0 99.0
98 01 01 10 335 11.1 12.1 99.00 99.00 99.00 999 1029.4  13.8  20.5 999.0 99.0
98 01 01 11 341 10.7 11.9 99.00 99.00 99.00 999 1029.9  14.0  20.5 999.0 99.0
98 01 01 12 337  9.3 10.2 99.00 99.00 99.00 999 1030.4  13.4  20.6 999.0 99.0
98 01 01 13 335  9.4 10.2 99.00 99.00 99.00 999 1030.6  13.9  21.5 999.0 99.0
98 01 01 14 340 10.0 10.8 99.00 99.00 99.00 999 1031.4  14.2  22.0 999.0 99.0
98 01 01 15  40 13.3 14.6 99.00 99.00 99.00 999 1031.8  19.0  22.0 999.0 99.0
98 01 01 16  44 13.4 14.7 99.00 99.00 99.00 999 1031.6  18.8  21.9 999.0 99.0
98 01 01 17  50 11.4 13.0 99.00 99.00 99.00 999 1031.1  18.6  22.0 999.0 99.0
98 01 01 18  47 11.8 13.1 99.00 99.00 99.00 999 1030.3  18.4  22.0 999.0 99.0
98 01 01 19  47 12.3 13.7 99.00 99.00 99.00 999 1029.7  18.8  22.1 999.0 99.0
98 01 01 20  36 11.5 13.6 99.00 99.00 99.00 999 1029.6  18.6  21.9 999.0 99.0
98 01 01 21  41 12.3 13.3 99.00 99.00 99.00 999 1029.8  19.1  20.9 999.0 99.0
98 01 01 22  44 10.8 11.8 99.00 99.00 99.00 999 1030.0  19.4  20.7 999.0 99.0
98 01 01 23  43 13.1 14.3 99.00 99.00 99.00 999 1029.7  19.6  20.7 999.0 99.0
98 01 02 00  58 13.7 15.2 99.00 99.00 99.00 999 1029.8  20.0  22.5 999.0 99.0
98 01 02 01  66 12.3 13.6 99.00 99.00 99.00 999 1029.9  19.4  22.8 999.0 99.0
98 01 02 02  65 13.2 16.3 99.00 99.00 99.00 999 1030.2  20.4  22.8 999.0 99.0
98 01 02 03  66 12.4 13.7 99.00 99.00 99.00 999 1030.3  20.2  22.7 999.0 99.0
98 01 02 04  77 14.6 16.1 99.00 99.00 99.00 999 1029.8  20.2  22.8 999.0 99.0
98 01 02 05  74 12.8 15.1 99.00 99.00 99.00 999 1029.2  20.3  22.7 999.0 99.0
98 01 02 06  79 13.1 14.5 99.00 99.00 99.00 999 1028.8  20.5  22.5 999.0 99.0
98 01 02 07  60 13.0 14.2 99.00 99.00 99.00 999 1028.5  20.6  22.4 999.0 99.0
98 01 02 08  61 13.8 15.5 99.00 99.00 99.00 999 1028.0  20.6  22.4 999.0 99.0
98 01 02 09  67 14.2 15.3 99.00 99.00 99.00 999 1027.6  20.9  22.3 999.0 99.0
98 01 02 10  67 15.4 17.7 99.00 99.00 99.00 999 1027.6  20.9  21.1 999.0 99.0
98 01 02 11  71 13.3 14.7 99.00 99.00 99.00 999 1027.7  21.1  21.1 999.0 99.0
98 01 02 12  63 16.0 16.9 99.00 99.00 99.00 999 1028.0  21.2  22.5 999.0 99.0
98 01 02 13  71 15.0 16.2 99.00 99.00 99.00 999 1028.0  21.3  22.7 999.0 99.0
98 01 02 14  68 13.7 14.7 99.00 99.00 99.00 999 1028.6  21.4  22.8 999.0 99.0
98 01 02 15  68 14.3 15.1 99.00 99.00 99.00 999 1029.2  21.5  22.9 999.0 99.0
98 01 02 16  76 12.7 13.7 99.00 99.00 99.00 999 1028.9  21.9  23.1 999.0 99.0
98 01 02 17  73 12.7 14.9 99.00 99.00 99.00 999 1028.1  21.8  23.2 999.0 99.0
98 01 02 18  77 14.9 15.8 99.00 99.00 99.00 999 1026.8  21.6  23.2 999.0 99.0
98 01 02 19  65 12.3 14.5 99.00 99.00 99.00 999 1026.3  22.0  23.1 999.0 99.0
98 01 02 20  65 14.3 15.7 99.00 99.00 99.00 999 1025.8  22.1  23.0 999.0 99.0
98 01 02 21  64 14.3 15.5 99.00 99.00 99.00 999 1025.6  22.3  23.0 999.0 99.0
98 01 02 22  63 14.2 15.5 99.00 99.00 99.00 999 1025.7  22.3  23.2 999.0 99.0
98 01 02 23  57 13.5 14.7 99.00 99.00 99.00 999 1026.1  22.3  23.2 999.0 99.0
98 01 03 00  68 13.2 14.4 99.00 99.00 99.00 999 1026.2  22.4  23.2 999.0 99.0
98 01 03 01  74 14.9 16.3 99.00 99.00 99.00 999 1026.1  22.5  23.1 999.0 99.0
98 01 03 02  69 13.1 15.6 99.00 99.00 99.00 999 1026.4  22.6  23.1 999.0 99.0
98 01 03 03  83 14.9 15.9 99.00 99.00 99.00 999 1026.3  22.5  23.2 999.0 99.0
98 01 03 04  73 15.0 16.1 99.00 99.00 99.00 999 1025.6  22.4  23.1 999.0 99.0
98 01 03 05  79 13.5 14.8 99.00 99.00 99.00 999 1025.0  22.6  23.1 999.0 99.0
98 01 03 06  72 13.9 14.9 99.00 99.00 99.00 999 1024.3  22.5  23.1 999.0 99.0
98 01 03 07  72 13.6 14.8 99.00 99.00 99.00 999 1024.2  22.7  23.0 999.0 99.0
98 01 03 08  67 12.6 13.3 99.00 99.00 99.00 999 1023.9  22.7  23.0 999.0 99.0
98 01 03 09  76 12.6 13.7 99.00 99.00 99.00 999 1023.6  22.9  22.9 999.0 99.0
98 01 03 10  68 12.7 14.0 99.00 99.00 99.00 999 1023.4  22.7  22.9 999.0 99.0
98 01 03 11  76 13.6 15.0 99.00 99.00 99.00 999 1023.7  22.9  22.8 999.0 99.0
98 01 03 12  74 13.2 14.4 99.00 99.00 99.00 999 1024.0  23.0  22.3 999.0 99.0
98 01 03 13  69 11.4 12.7 99.00 99.00 99.00 999 1024.3  23.1  22.9 999.0 99.0
98 01 03 14  72 13.7 14.5 99.00 99.00 99.00 999 1024.4  23.2  23.0 999.0 99.0
98 01 03 15  68 12.3 14.1 99.00 99.00 99.00 999 1025.0  23.3  23.1 999.0 99.0
98 01 03 16  70 13.0 14.3 99.00 99.00 99.00 999 1024.3  23.3  23.1 999.0 99.0
98 01 03 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 03 18  71 12.4 13.3 99.00 99.00 99.00 999 1022.6  23.4  23.2 999.0 99.0
98 01 03 19  71 12.7 14.2 99.00 99.00 99.00 999 1022.1  23.4  23.2 999.0 99.0
98 01 03 20  63 11.2 11.9 99.00 99.00 99.00 999 1021.9  23.4  23.2 999.0 99.0
98 01 03 21  64 11.8 13.4 99.00 99.00 99.00 999 1021.9  23.6  23.2 999.0 99.0
98 01 03 22  60 10.8 12.3 99.00 99.00 99.00 999 1022.2  23.7  23.2 999.0 99.0
98 01 03 23  63 12.1 13.6 99.00 99.00 99.00 999 1022.1  23.7  23.2 999.0 99.0
98 01 04 00  64 13.4 14.4 99.00 99.00 99.00 999 1022.1  23.7  22.6 999.0 99.0
98 01 04 01  64 12.4 14.1 99.00 99.00 99.00 999 1022.4  23.6  22.2 999.0 99.0
98 01 04 02  70 12.6 13.8 99.00 99.00 99.00 999 1022.7  23.8  22.8 999.0 99.0
98 01 04 03  65 12.9 14.0 99.00 99.00 99.00 999 1022.3  23.7  23.0 999.0 99.0
98 01 04 04  66 12.7 13.8 99.00 99.00 99.00 999 1022.0  23.7  23.0 999.0 99.0
98 01 04 05  73 11.9 13.5 99.00 99.00 99.00 999 1021.9  23.7  23.0 999.0 99.0
98 01 04 06  68 12.7 13.8 99.00 99.00 99.00 999 1021.1  23.5  23.0 999.0 99.0
98 01 04 07  75 12.8 14.2 99.00 99.00 99.00 999 1020.4  23.7  23.0 999.0 99.0
98 01 04 08  73 11.1 12.0 99.00 99.00 99.00 999 1019.6  23.6  23.0 999.0 99.0
98 01 04 09  70 11.9 12.9 99.00 99.00 99.00 999 1019.9  23.7  23.0 999.0 99.0
98 01 04 10  73 13.3 14.4 99.00 99.00 99.00 999 1019.6  23.6  23.0 999.0 99.0
98 01 04 11  77 14.1 15.5 99.00 99.00 99.00 999 1019.5  24.6  22.9 999.0 99.0
98 01 04 12  94 14.1 15.2 99.00 99.00 99.00 999 1019.7  24.1  22.7 999.0 99.0
98 01 04 13  95 13.1 14.2 99.00 99.00 99.00 999 1020.5  24.1  22.5 999.0 99.0
98 01 04 14  63 17.8 19.0 99.00 99.00 99.00 999 1021.6  23.3  22.8 999.0 99.0
98 01 04 15  61 14.6 16.3 99.00 99.00 99.00 999 1022.6  23.3  22.9 999.0 99.0
98 01 04 16  67 17.4 18.9 99.00 99.00 99.00 999 1022.2  23.7  23.0 999.0 99.0
98 01 04 17  73 13.7 16.0 99.00 99.00 99.00 999 1021.3  23.9  23.0 999.0 99.0
98 01 04 18  87 14.9 17.3 99.00 99.00 99.00 999 1020.1  23.9  23.1 999.0 99.0
98 01 04 19  94 13.3 15.1 99.00 99.00 99.00 999 1018.8  24.2  23.1 999.0 99.0
