#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 00 00  93  9.9 10.7 99.00 99.00 99.00 999 1022.3  22.0  23.9 999.0 99.0 99.00
2013 01 01 01 00 106 10.3 11.7 99.00 99.00 99.00 999 1022.4  22.2  23.9 999.0 99.0 99.00
2013 01 01 02 00 100 10.2 11.2 99.00 99.00 99.00 999 1022.3  22.1  23.7 999.0 99.0 99.00
2013 01 01 03 00 110  9.1  9.9 99.00 99.00 99.00 999 1022.6  22.2  24.3 999.0 99.0 99.00
2013 01 01 04 00 124  8.5 10.1 99.00 99.00 99.00 999 1022.5  22.2  24.1 999.0 99.0 99.00
2013 01 01 05 00 117  9.4 10.8 99.00 99.00 99.00 999 1022.3  22.2  24.0 999.0 99.0 99.00
2013 01 01 06 00 117  7.9  9.1 99.00 99.00 99.00 999 1021.9  22.3  23.9 999.0 99.0 99.00
2013 01 01 07 00 118  8.2  8.9 99.00 99.00 99.00 999 1021.6  22.3  23.8 999.0 99.0 99.00
2013 01 01 08 00 118  8.6 10.6 99.00 99.00 99.00 999 1021.5  22.5  23.7 999.0 99.0 99.00
2013 01 01 09 00 108  8.3  8.8 99.00 99.00 99.00 999 1021.3  22.6  23.7 999.0 99.0 99.00
2013 01 01 10 00 105  7.1  8.3 99.00 99.00 99.00 999 1021.4  22.7  23.7 999.0 99.0 99.00
2013 01 01 11 00 130  8.1  8.4 99.00 99.00 99.00 999 1020.7  22.7  23.7 999.0 99.0 99.00
2013 01 01 12 00 109  8.4  9.6 99.00 99.00 99.00 999 1020.8  22.5  23.8 999.0 99.0 99.00
2013 01 01 13 00 124  8.6  9.3 99.00 99.00 99.00 999 1020.8  22.7  23.6 999.0 99.0 99.00
2013 01 01 14 00 120  8.6  9.4 99.00 99.00 99.00 999 1021.3  22.9  23.4 999.0 99.0 99.00
2013 01 01 15 00 132  8.5 10.4 99.00 99.00 99.00 999 1021.7  23.0  23.4 999.0 99.0 99.00
2013 01 01 16 00 135  7.8  8.3 99.00 99.00 99.00 999 1021.6  23.0  23.2 999.0 99.0 99.00
2013 01 01 17 00 143  8.6  9.1 99.00 99.00 99.00 999 1020.5  23.1  23.1 999.0 99.0 99.00
2013 01 01 18 00 147  8.1  9.0 99.00 99.00 99.00 999 1019.2  23.5  23.5 999.0 99.0 99.00
2013 01 01 19 00 144  9.3 10.1 99.00 99.00 99.00 999 1018.1  23.2  23.0 999.0 99.0 99.00
2013 01 01 20 00 149  8.5  9.1 99.00 99.00 99.00 999 1018.0  23.4  22.9 999.0 99.0 99.00
2013 01 01 21 00 152  6.9  8.3 99.00 99.00 99.00 999 1018.1  23.3  21.4 999.0 99.0 99.00
2013 01 01 22 00 154  5.4  5.9 99.00 99.00 99.00 999 1018.1  23.4  21.2 999.0 99.0 99.00
2013 01 01 23 00 168  4.4  5.0 99.00 99.00 99.00 999 1018.0  23.4  21.1 999.0 99.0 99.00
2013 01 02 00 00 163  4.1  4.3 99.00 99.00 99.00 999 1018.2  23.5  21.7 999.0 99.0 99.00
2013 01 02 01 00 148  4.8  5.4 99.00 99.00 99.00 999 1018.3  23.7  22.2 999.0 99.0 99.00
2013 01 02 02 00 156  4.2  4.5 99.00 99.00 99.00 999 1018.8  23.6  21.8 999.0 99.0 99.00
2013 01 02 03 00 140  3.7  3.9 99.00 99.00 99.00 999 1018.9  23.7  23.4 999.0 99.0 99.00
2013 01 02 04 00 132  2.9  3.2 99.00 99.00 99.00 999 1018.7  23.6  23.6 999.0 99.0 99.00
2013 01 02 05 00 133  3.4  3.9 99.00 99.00 99.00 999 1018.4  23.5  23.6 999.0 99.0 99.00
2013 01 02 06 00 137  4.5  5.1 99.00 99.00 99.00 999 1017.8  23.4  22.8 999.0 99.0 99.00
2013 01 02 07 00 127  4.4  5.0 99.00 99.00 99.00 999 1017.4  23.3  22.6 999.0 99.0 99.00
2013 01 02 08 00 132  4.9  5.0 99.00 99.00 99.00 999 1017.4  23.3  22.3 999.0 99.0 99.00
2013 01 02 09 00 146  4.0  4.6 99.00 99.00 99.00 999 1017.4  23.2  22.1 999.0 99.0 99.00
2013 01 02 10 00 140  4.7  5.2 99.00 99.00 99.00 999 1017.5  23.0  22.0 999.0 99.0 99.00
2013 01 02 11 00 141  2.8  3.3 99.00 99.00 99.00 999 1018.0  22.9  22.0 999.0 99.0 99.00
2013 01 02 12 00 130  3.1  3.4 99.00 99.00 99.00 999 1018.4  23.0  21.9 999.0 99.0 99.00
2013 01 02 13 00 139  5.5  5.9 99.00 99.00 99.00 999 1018.3  23.3  21.8 999.0 99.0 99.00
2013 01 02 14 00 153  4.9  5.2 99.00 99.00 99.00 999 1019.0  24.1  22.6 999.0 99.0 99.00
2013 01 02 15 00 152  5.4  5.7 99.00 99.00 99.00 999 1019.5  24.4  23.6 999.0 99.0 99.00
2013 01 02 16 00 162  4.3  4.7 99.00 99.00 99.00 999 1019.2  25.4  23.8 999.0 99.0 99.00
2013 01 02 17 00 159  4.4  4.7 99.00 99.00 99.00 999 1018.3  24.6  23.7 999.0 99.0 99.00
2013 01 02 18 00 173  4.3  4.6 99.00 99.00 99.00 999 1017.4  24.9  23.8 999.0 99.0 99.00
2013 01 02 19 00 159  4.5  4.8 99.00 99.00 99.00 999 1016.6  24.3  23.1 999.0 99.0 99.00
2013 01 02 20 00 176  4.8  5.1 99.00 99.00 99.00 999 1016.4  24.3  22.4 999.0 99.0 99.00
2013 01 02 21 00 172  5.4  5.7 99.00 99.00 99.00 999 1016.5  24.3  22.7 999.0 99.0 99.00
2013 01 02 22 00 163  5.7  6.0 99.00 99.00 99.00 999 1016.6  24.0  22.7 999.0 99.0 99.00
2013 01 02 23 00 171  5.3  5.6 99.00 99.00 99.00 999 1017.0  23.8  22.5 999.0 99.0 99.00
2013 01 03 00 00 175  4.8  5.1 99.00 99.00 99.00 999 1017.4  23.8  22.5 999.0 99.0 99.00
2013 01 03 01 00 181  4.4  4.6 99.00 99.00 99.00 999 1017.9  23.7  22.7 999.0 99.0 99.00
