YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
97 01 01 00  63  7.4  8.0 99.00 99.00 99.00 999 1018.5  24.3  24.9 999.0 99.0
97 01 01 01  71  7.4  8.1 99.00 99.00 99.00 999 1018.8  24.3  24.8 999.0 99.0
97 01 01 02  63  7.2  8.0 99.00 99.00 99.00 999 1019.1  24.1  24.8 999.0 99.0
97 01 01 03  61  7.1  7.6 99.00 99.00 99.00 999 1019.3  24.0  24.8 999.0 99.0
97 01 01 04  63  7.3  7.8 99.00 99.00 99.00 999 1019.2  23.8  24.8 999.0 99.0
97 01 01 05  57  6.2  6.9 99.00 99.00 99.00 999 1019.2  23.9  24.8 999.0 99.0
97 01 01 06  45  5.9  6.4 99.00 99.00 99.00 999 1018.9  23.6  24.8 999.0 99.0
97 01 01 07  19  6.2  7.2 99.00 99.00 99.00 999 1018.5  22.6  24.7 999.0 99.0
97 01 01 08  39  6.1  6.6 99.00 99.00 99.00 999 1017.8  22.8  24.7 999.0 99.0
97 01 01 09  28  6.3  6.7 99.00 99.00 99.00 999 1017.8  22.7  24.6 999.0 99.0
97 01 01 10  29  5.8  6.5 99.00 99.00 99.00 999 1017.8  22.5  24.5 999.0 99.0
97 01 01 11  38  7.1  7.9 99.00 99.00 99.00 999 1017.8  22.4  24.6 999.0 99.0
97 01 01 12  52  9.1 10.1 99.00 99.00 99.00 999 1018.2  21.9  24.6 999.0 99.0
97 01 01 13  53  8.9 10.1 99.00 99.00 99.00 999 1018.7  22.1  24.6 999.0 99.0
97 01 01 14  75  4.8  5.2 99.00 99.00 99.00 999 1019.3  21.7  24.6 999.0 99.0
97 01 01 15 121  2.7  3.4 99.00 99.00 99.00 999 1019.7  22.5  24.6 999.0 99.0
97 01 01 16  39  3.4  3.7 99.00 99.00 99.00 999 1019.3  23.3  24.5 999.0 99.0
97 01 01 17  44  4.1  4.8 99.00 99.00 99.00 999 1018.6  23.3  24.5 999.0 99.0
97 01 01 18  55  3.2  3.6 99.00 99.00 99.00 999 1017.6  23.7  24.5 999.0 99.0
97 01 01 19  98  5.0  5.5 99.00 99.00 99.00 999 1016.5  24.8  24.6 999.0 99.0
97 01 01 20  83  4.4  4.9 99.00 99.00 99.00 999 1016.3  24.8  24.7 999.0 99.0
97 01 01 21  85  5.0  5.6 99.00 99.00 99.00 999 1016.0  24.8  24.7 999.0 99.0
97 01 01 22  97  5.3  6.1 99.00 99.00 99.00 999 1016.2  24.8  24.7 999.0 99.0
97 01 01 23 108  3.9  4.3 99.00 99.00 99.00 999 1016.7  24.7  24.7 999.0 99.0
97 01 02 00  98  3.6  3.9 99.00 99.00 99.00 999 1017.1  24.6  24.7 999.0 99.0
97 01 02 01  92  4.6  5.1 99.00 99.00 99.00 999 1017.5  24.5  24.6 999.0 99.0
97 01 02 02  85  4.5  5.2 99.00 99.00 99.00 999 1017.7  24.5  24.6 999.0 99.0
97 01 02 03  75  4.6  5.0 99.00 99.00 99.00 999 1018.0  24.4  24.5 999.0 99.0
97 01 02 04  80  4.3  4.9 99.00 99.00 99.00 999 1018.1  24.4  24.6 999.0 99.0
97 01 02 05  49  4.4  5.3 99.00 99.00 99.00 999 1018.0  23.9  24.6 999.0 99.0
97 01 02 06  48  4.7  5.1 99.00 99.00 99.00 999 1017.8  23.7  24.5 999.0 99.0
97 01 02 07  61  5.3  5.7 99.00 99.00 99.00 999 1017.3  23.5  24.6 999.0 99.0
97 01 02 08  58  4.4  4.7 99.00 99.00 99.00 999 1017.0  23.5  24.5 999.0 99.0
97 01 02 09  42  4.4  4.7 99.00 99.00 99.00 999 1016.8  23.3  24.5 999.0 99.0
97 01 02 10  40  5.0  5.3 99.00 99.00 99.00 999 1016.7  23.1  24.4 999.0 99.0
97 01 02 11  38  4.7  4.9 99.00 99.00 99.00 999 1017.3  23.1  24.5 999.0 99.0
97 01 02 12  27  5.1  5.7 99.00 99.00 99.00 999 1017.7  22.6  24.5 999.0 99.0
97 01 02 13  31  5.4  5.8 99.00 99.00 99.00 999 1018.6  22.6  24.4 999.0 99.0
97 01 02 14  32  5.4  5.7 99.00 99.00 99.00 999 1019.1  22.8  24.5 999.0 99.0
97 01 02 15  35  4.3  4.5 99.00 99.00 99.00 999 1019.5  23.1  24.5 999.0 99.0
97 01 02 16  20  5.6  6.1 99.00 99.00 99.00 999 1019.3  23.0  24.6 999.0 99.0
97 01 02 17  23  5.5  6.5 99.00 99.00 99.00 999 1018.7  22.8  24.8 999.0 99.0
97 01 02 18  23  5.6  6.2 99.00 99.00 99.00 999 1017.8  23.0  24.8 999.0 99.0
97 01 02 19  21  4.9  5.4 99.00 99.00 99.00 999 1017.0  23.3  24.8 999.0 99.0
97 01 02 20  40  3.7  4.1 99.00 99.00 99.00 999 1016.5  23.4  24.7 999.0 99.0
97 01 02 21  16  5.4  6.4 99.00 99.00 99.00 999 1016.8  23.4  24.6 999.0 99.0
97 01 02 22  31  3.9  4.2 99.00 99.00 99.00 999 1016.9  23.5  24.6 999.0 99.0
97 01 02 23  44  3.1  3.7 99.00 99.00 99.00 999 1016.9  23.4  24.5 999.0 99.0
97 01 03 00  47  2.8  3.0 99.00 99.00 99.00 999 1017.3  23.5  24.5 999.0 99.0
97 01 03 01  24  2.9  3.3 99.00 99.00 99.00 999 1018.0  23.4  24.6 999.0 99.0
97 01 03 02  12  3.3  3.9 99.00 99.00 99.00 999 1018.0  23.0  24.6 999.0 99.0
97 01 03 03  16  1.8  2.1 99.00 99.00 99.00 999 1018.3  23.1  24.6 999.0 99.0
97 01 03 04  17  3.6  4.0 99.00 99.00 99.00 999 1018.5  22.8  24.5 999.0 99.0
97 01 03 05  26  5.3  5.8 99.00 99.00 99.00 999 1018.4  22.4  24.5 999.0 99.0
97 01 03 06  38  3.5  3.8 99.00 99.00 99.00 999 1017.8  22.5  24.5 999.0 99.0
97 01 03 07  23  4.4  4.9 99.00 99.00 99.00 999 1017.4  22.4  24.5 999.0 99.0
97 01 03 08  21  3.9  4.4 99.00 99.00 99.00 999 1017.2  22.3  24.6 999.0 99.0
97 01 03 09  22  5.2  5.6 99.00 99.00 99.00 999 1017.0  22.2  24.6 999.0 99.0
97 01 03 10  31  4.5  4.8 99.00 99.00 99.00 999 1017.1  22.5  24.6 999.0 99.0
97 01 03 11  19  5.9  6.4 99.00 99.00 99.00 999 1017.1  22.2  24.6 999.0 99.0
97 01 03 12  26  6.0  6.4 99.00 99.00 99.00 999 1017.5  22.3  24.6 999.0 99.0
97 01 03 13  28  5.7  5.9 99.00 99.00 99.00 999 1018.3  22.4  24.6 999.0 99.0
97 01 03 14  36  4.5  4.9 99.00 99.00 99.00 999 1018.9  22.6  24.5 999.0 99.0
97 01 03 15 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
97 01 03 17  48  4.5  4.9 99.00 99.00 99.00 999 1018.7  23.3  24.7 999.0 99.0
97 01 03 18  46  3.3  4.0 99.00 99.00 99.00 999 1017.9  23.8  24.8 999.0 99.0
97 01 03 19  71  3.8  4.2 99.00 99.00 99.00 999 1017.1  23.9  24.9 999.0 99.0
