#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 00 00 314  7.2  7.7 99.00 99.00 99.00 999 1017.2  22.6  24.0 999.0 99.0 99.00
2009 01 01 01 00 335  7.0  7.6 99.00 99.00 99.00 999 1017.4  22.0  24.0 999.0 99.0 99.00
2009 01 01 02 00 326  7.9  9.2 99.00 99.00 99.00 999 1017.7  21.6  24.0 999.0 99.0 99.00
2009 01 01 03 00 334  7.7  8.6 99.00 99.00 99.00 999 1017.9  21.5  23.9 999.0 99.0 99.00
2009 01 01 04 00 336  7.2  7.9 99.00 99.00 99.00 999 1017.9  21.2  23.8 999.0 99.0 99.00
2009 01 01 05 00 341  6.7  7.5 99.00 99.00 99.00 999 1017.7  20.9  23.8 999.0 99.0 99.00
2009 01 01 06 00 356  6.4  6.7 99.00 99.00 99.00 999 1017.5  20.6  23.8 999.0 99.0 99.00
2009 01 01 07 00   0  7.5  7.9 99.00 99.00 99.00 999 1017.5  20.4  23.7 999.0 99.0 99.00
2009 01 01 08 00   8  8.3  9.1 99.00 99.00 99.00 999 1017.4  19.9  23.7 999.0 99.0 99.00
2009 01 01 09 00  15  8.4  9.1 99.00 99.00 99.00 999 1017.4  19.3  23.5 999.0 99.0 99.00
2009 01 01 10 00  13  6.5  7.1 99.00 99.00 99.00 999 1017.2  19.0  23.6 999.0 99.0 99.00
2009 01 01 11 00  25  6.7  7.4 99.00 99.00 99.00 999 1017.4  19.2  23.7 999.0 99.0 99.00
2009 01 01 12 00  23  6.8  7.9 99.00 99.00 99.00 999 1017.8  19.6  23.7 999.0 99.0 99.00
2009 01 01 13 00  33  6.2  6.6 99.00 99.00 99.00 999 1018.7  19.7  23.6 999.0 99.0 99.00
2009 01 01 14 00  19  5.1  5.7 99.00 99.00 99.00 999 1019.5  19.9  23.7 999.0 99.0 99.00
2009 01 01 15 00  18  4.7  5.4 99.00 99.00 99.00 999 1020.1  20.8  23.8 999.0 99.0 99.00
