01_01_1997,0
01_02_1997,0
01_03_1997,0
01_04_1997,0
01_05_1997,0
01_06_1997,0
01_07_1997,0
01_08_1997,0
01_09_1997,0
01_10_1997,0
01_11_1997,0
01_12_1997,0
01_13_1997,0
01_14_1997,0
01_15_1997,0
01_16_1997,0
01_17_1997,0
01_18_1997,0
01_19_1997,0
01_20_1997,0
01_21_1997,0
01_22_1997,0
01_23_1997,0
01_24_1997,0
01_25_1997,0
01_26_1997,0
01_27_1997,0
01_28_1997,0
01_29_1997,0
01_30_1997,0
01_31_1997,0
02_01_1997,0
02_02_1997,0
02_03_1997,0
02_04_1997,0
02_05_1997,0
02_06_1997,0
02_07_1997,0
02_08_1997,0
02_09_1997,0
02_10_1997,0
02_11_1997,0
02_12_1997,0
02_13_1997,0
02_14_1997,0
02_15_1997,0
02_16_1997,0
02_17_1997,0
02_18_1997,0
02_19_1997,0
02_20_1997,0
02_21_1997,0
02_22_1997,0
02_23_1997,0
02_24_1997,0
02_25_1997,0
02_26_1997,0
02_27_1997,0
02_28_1997,0
03_01_1997,0
03_02_1997,0
03_03_1997,0
03_04_1997,0
03_05_1997,0
03_06_1997,0
03_07_1997,0
03_08_1997,0
03_09_1997,0
03_10_1997,0
03_11_1997,0
03_12_1997,0
03_13_1997,0
03_14_1997,0
03_15_1997,0
03_16_1997,0
03_17_1997,0
03_18_1997,0
03_19_1997,0
03_20_1997,0
03_21_1997,0
03_22_1997,0
03_23_1997,0
03_24_1997,0
03_25_1997,0
03_26_1997,0
03_27_1997,0
03_28_1997,0
03_29_1997,0
03_30_1997,0
03_31_1997,0
04_01_1997,0
04_02_1997,0
04_03_1997,0
04_04_1997,0
04_05_1997,0
04_06_1997,0
04_07_1997,0
04_08_1997,0
04_09_1997,0
04_10_1997,0
04_11_1997,0
04_12_1997,0
04_13_1997,0
04_14_1997,0
04_15_1997,0
04_16_1997,0
04_17_1997,0
04_18_1997,0
04_19_1997,0
04_20_1997,0
04_21_1997,0
04_22_1997,0
04_23_1997,0
04_24_1997,0
04_25_1997,0
04_26_1997,0
04_27_1997,0
04_28_1997,0
04_29_1997,0
04_30_1997,0
05_01_1997,0
05_02_1997,0
05_03_1997,0
05_04_1997,0
05_05_1997,0
05_06_1997,0
05_07_1997,0
05_08_1997,0
05_09_1997,0
05_10_1997,0
05_11_1997,0
05_12_1997,0
05_13_1997,0
05_14_1997,0
05_15_1997,0
05_16_1997,0
05_17_1997,0
05_18_1997,0
05_19_1997,0
05_20_1997,0
05_21_1997,0
05_22_1997,0
05_23_1997,0
05_24_1997,0
05_25_1997,0
05_26_1997,0
05_27_1997,0
05_28_1997,0
05_29_1997,0
05_30_1997,0
05_31_1997,0
06_01_1997,0
06_02_1997,0
06_03_1997,0
06_04_1997,0
06_05_1997,0
06_06_1997,0
06_07_1997,0
06_08_1997,0
06_09_1997,0
06_10_1997,0
06_11_1997,0
06_12_1997,0
06_13_1997,0
06_14_1997,0
06_15_1997,0
06_16_1997,0
06_17_1997,0
06_18_1997,0
06_19_1997,0
06_20_1997,0
06_21_1997,0
06_22_1997,0
06_23_1997,0
06_24_1997,0
06_25_1997,0
06_26_1997,0
06_27_1997,0
06_28_1997,0
06_29_1997,0
06_30_1997,0
07_01_1997,0
07_02_1997,0
07_03_1997,0
07_04_1997,0
07_05_1997,0
07_06_1997,0
07_07_1997,0
07_08_1997,0
07_09_1997,9
07_10_1997,0
07_11_1997,0
07_12_1997,0
07_13_1997,0
07_14_1997,0
07_15_1997,10.5
07_16_1997,0
07_17_1997,0
07_18_1997,10.5
07_19_1997,0
07_20_1997,0
07_21_1997,12
07_22_1997,0
07_23_1997,0
07_24_1997,9
07_25_1997,0
07_26_1997,0
07_27_1997,30
07_28_1997,0
07_29_1997,0
07_30_1997,30
07_31_1997,0
08_01_1997,25.5
08_02_1997,31.5
08_03_1997,0
08_04_1997,0
08_05_1997,30
08_06_1997,0
08_07_1997,0
08_08_1997,27
08_09_1997,0
08_10_1997,0
08_11_1997,30
08_12_1997,0
08_13_1997,0
08_14_1997,27
08_15_1997,12
08_16_1997,0
08_17_1997,30
08_18_1997,0
08_19_1997,12
08_20_1997,24
08_21_1997,0
08_22_1997,0
08_23_1997,9
08_24_1997,12
08_25_1997,31.5
08_26_1997,63
08_27_1997,0
08_28_1997,0
08_29_1997,33
08_30_1997,0
08_31_1997,0
09_01_1997,9
09_02_1997,0
09_03_1997,0
09_04_1997,31.5
09_05_1997,0
09_06_1997,0
09_07_1997,6
09_08_1997,0
09_09_1997,0
09_10_1997,9
09_11_1997,0
09_12_1997,0
09_13_1997,9
09_14_1997,0
09_15_1997,0
09_16_1997,0
09_17_1997,0
09_18_1997,0
09_19_1997,0
09_20_1997,0
09_21_1997,0
09_22_1997,0
09_23_1997,0
09_24_1997,0
09_25_1997,0
09_26_1997,0
09_27_1997,0
09_28_1997,0
09_29_1997,0
09_30_1997,0
10_01_1997,0
10_02_1997,0
10_03_1997,0
10_04_1997,0
10_05_1997,0
10_06_1997,0
10_07_1997,0
10_08_1997,0
10_09_1997,0
10_10_1997,0
10_11_1997,0
10_12_1997,0
10_13_1997,0
10_14_1997,0
10_15_1997,0
10_16_1997,0
10_17_1997,0
10_18_1997,0
10_19_1997,0
10_20_1997,0
10_21_1997,0
10_22_1997,0
10_23_1997,0
10_24_1997,0
10_25_1997,0
10_26_1997,0
10_27_1997,0
10_28_1997,0
10_29_1997,0
10_30_1997,0
10_31_1997,0
11_01_1997,0
11_02_1997,0
11_03_1997,0
11_04_1997,0
11_05_1997,0
11_06_1997,0
11_07_1997,0
11_08_1997,0
11_09_1997,0
11_10_1997,0
11_11_1997,0
11_12_1997,0
11_13_1997,0
11_14_1997,0
11_15_1997,0
11_16_1997,0
11_17_1997,0
11_18_1997,0
11_19_1997,0
11_20_1997,0
11_21_1997,0
11_22_1997,0
11_23_1997,0
11_24_1997,0
11_25_1997,0
11_26_1997,0
11_27_1997,0
11_28_1997,0
11_29_1997,0
11_30_1997,0
12_01_1997,0
12_02_1997,0
12_03_1997,0
12_04_1997,0
12_05_1997,0
12_06_1997,0
12_07_1997,0
12_08_1997,0
12_09_1997,0
12_10_1997,0
12_11_1997,0
12_12_1997,0
12_13_1997,0
12_14_1997,0
12_15_1997,0
12_16_1997,0
12_17_1997,0
12_18_1997,0
12_19_1997,0
12_20_1997,0
12_21_1997,0
12_22_1997,0
12_23_1997,0
12_24_1997,0
12_25_1997,0
12_26_1997,0
12_27_1997,0
12_28_1997,0
12_29_1997,0
12_30_1997,0
